           [1>1]           [1>2]           [2>1]           [2>2]
  0.0000000E+000  6.4838288E-003  3.1625356E-002  0.0000000E+000
  0.0000000E+000  6.4489659E-003  3.1903836E-002  0.0000000E+000
  0.0000000E+000  6.4173789E-003  3.2187821E-002  0.0000000E+000
  0.0000000E+000  6.3890180E-003  3.2475952E-002  0.0000000E+000
  0.0000000E+000  6.3638397E-003  3.2766701E-002  0.0000000E+000
  0.0000000E+000  6.3418068E-003  3.3058365E-002  0.0000000E+000
  0.0000000E+000  6.3228880E-003  3.3349053E-002  0.0000000E+000
  0.0000000E+000  6.3070581E-003  3.3636675E-002  0.0000000E+000
  0.0000000E+000  6.2942973E-003  3.3918941E-002  0.0000000E+000
  0.0000000E+000  6.2845918E-003  3.4193350E-002  0.0000000E+000
  0.0000000E+000  6.2779329E-003  3.4457192E-002  0.0000000E+000
  0.0000000E+000  6.2743175E-003  3.4707548E-002  0.0000000E+000
  0.0000000E+000  6.2737481E-003  3.4941299E-002  0.0000000E+000
  0.0000000E+000  6.2762320E-003  3.5155138E-002  0.0000000E+000
  0.0000000E+000  6.2817824E-003  3.5345587E-002  0.0000000E+000
  0.0000000E+000  6.2904173E-003  3.5509024E-002  0.0000000E+000
  0.0000000E+000  6.3021603E-003  3.5641715E-002  0.0000000E+000
  0.0000000E+000  6.3170403E-003  3.5739857E-002  0.0000000E+000
  0.0000000E+000  6.3350913E-003  3.5799628E-002  0.0000000E+000
  0.0000000E+000  6.3563531E-003  3.5817242E-002  0.0000000E+000
  0.0000000E+000  6.3808707E-003  3.5789019E-002  0.0000000E+000
  0.0000000E+000  6.4086947E-003  3.5711453E-002  0.0000000E+000
  0.0000000E+000  6.4398814E-003  3.5581291E-002  0.0000000E+000
  0.0000000E+000  6.4744929E-003  3.5395614E-002  0.0000000E+000
  0.0000000E+000  6.5125969E-003  3.5151916E-002  0.0000000E+000
  0.0000000E+000  6.5542673E-003  3.4848182E-002  0.0000000E+000
  0.0000000E+000  6.5995840E-003  3.4482964E-002  0.0000000E+000
  0.0000000E+000  6.6486333E-003  3.4055439E-002  0.0000000E+000
  0.0000000E+000  6.7015076E-003  3.3565465E-002  0.0000000E+000
  0.0000000E+000  6.7583060E-003  3.3013612E-002  0.0000000E+000
  0.0000000E+000  6.8191343E-003  3.2401184E-002  0.0000000E+000
  0.0000000E+000  6.8841052E-003  3.1730216E-002  0.0000000E+000
  0.0000000E+000  6.9533382E-003  3.1003450E-002  0.0000000E+000
  0.0000000E+000  7.0269601E-003  3.0224296E-002  0.0000000E+000
  0.0000000E+000  7.1051049E-003  2.9396768E-002  0.0000000E+000
  0.0000000E+000  7.1879143E-003  2.8525412E-002  0.0000000E+000
  0.0000000E+000  7.2755372E-003  2.7615209E-002  0.0000000E+000
  0.0000000E+000  7.3681305E-003  2.6671478E-002  0.0000000E+000
  0.0000000E+000  7.4658586E-003  2.5699774E-002  0.0000000E+000
  0.0000000E+000  7.5688938E-003  2.4705773E-002  0.0000000E+000
  0.0000000E+000  7.6774164E-003  2.3695175E-002  0.0000000E+000
  0.0000000E+000  7.7916142E-003  2.2673604E-002  0.0000000E+000
  0.0000000E+000  7.9116830E-003  2.1646517E-002  0.0000000E+000
  0.0000000E+000  8.0378259E-003  2.0619132E-002  0.0000000E+000
  0.0000000E+000  8.1702534E-003  1.9596359E-002  0.0000000E+000
  0.0000000E+000  8.3091830E-003  1.8582754E-002  0.0000000E+000
  0.0000000E+000  8.4548387E-003  1.7582485E-002  0.0000000E+000
  0.0000000E+000  8.6074505E-003  1.6599303E-002  0.0000000E+000
  0.0000000E+000  8.7672535E-003  1.5636537E-002  0.0000000E+000
  0.0000000E+000  8.9344871E-003  1.4697096E-002  0.0000000E+000
  0.0000000E+000  9.1093938E-003  1.3783474E-002  0.0000000E+000
  0.0000000E+000  9.2922181E-003  1.2897774E-002  0.0000000E+000
  0.0000000E+000  9.4832043E-003  1.2041727E-002  0.0000000E+000
  0.0000000E+000  9.6825953E-003  1.1216725E-002  0.0000000E+000
  0.0000000E+000  9.8906294E-003  1.0423848E-002  0.0000000E+000
  0.0000000E+000  1.0107539E-002  9.6639028E-003  0.0000000E+000
  0.0000000E+000  1.0333545E-002  8.9374517E-003  0.0000000E+000
  0.0000000E+000  1.0568856E-002  8.2448493E-003  0.0000000E+000
  0.0000000E+000  1.0813662E-002  7.5862738E-003  0.0000000E+000
  0.0000000E+000  1.1068133E-002  6.9617593E-003  0.0000000E+000
  0.0000000E+000  1.1332407E-002  6.3712243E-003  0.0000000E+000
  0.0000000E+000  1.1606592E-002  5.8144999E-003  0.0000000E+000
  0.0000000E+000  1.1890753E-002  5.2913548E-003  0.0000000E+000
  0.0000000E+000  1.2184908E-002  4.8015178E-003  0.0000000E+000
  0.0000000E+000  1.2489019E-002  4.3446995E-003  0.0000000E+000
  0.0000000E+000  1.2802981E-002  3.9206102E-003  0.0000000E+000
  0.0000000E+000  1.3126615E-002  3.5289768E-003  0.0000000E+000
  0.0000000E+000  1.3459658E-002  3.1695577E-003  0.0000000E+000
  0.0000000E+000  1.3801747E-002  2.8421555E-003  0.0000000E+000
  0.0000000E+000  1.4152415E-002  2.5466283E-003  0.0000000E+000
  0.0000000E+000  1.4511073E-002  2.2828994E-003  0.0000000E+000
  0.0000000E+000  1.4877003E-002  2.0509654E-003  0.0000000E+000
  0.0000000E+000  1.5249345E-002  1.8509029E-003  0.0000000E+000
  0.0000000E+000  1.5627087E-002  1.6828738E-003  0.0000000E+000
  0.0000000E+000  1.6009054E-002  1.5471293E-003  0.0000000E+000
  0.0000000E+000  1.6393904E-002  1.4440117E-003  0.0000000E+000
  0.0000000E+000  1.6780122E-002  1.3739558E-003  0.0000000E+000
  0.0000000E+000  1.7166015E-002  1.3374873E-003  0.0000000E+000
  0.0000000E+000  1.7549721E-002  1.3352199E-003  0.0000000E+000
  0.0000000E+000  1.7929207E-002  1.3678503E-003  0.0000000E+000
  0.0000000E+000  1.8302287E-002  1.4361503E-003  0.0000000E+000
  0.0000000E+000  1.8666634E-002  1.5409564E-003  0.0000000E+000
  0.0000000E+000  1.9019805E-002  1.6831558E-003  0.0000000E+000
  0.0000000E+000  1.9359272E-002  1.8636692E-003  0.0000000E+000
  0.0000000E+000  1.9682453E-002  2.0834297E-003  0.0000000E+000
  0.0000000E+000  1.9986753E-002  2.3433566E-003  0.0000000E+000
  0.0000000E+000  2.0269611E-002  2.6443250E-003  0.0000000E+000
  0.0000000E+000  2.0528548E-002  2.9871305E-003  0.0000000E+000
  0.0000000E+000  2.0761217E-002  3.3724482E-003  0.0000000E+000
  0.0000000E+000  2.0965457E-002  3.8007871E-003  0.0000000E+000
  0.0000000E+000  2.1139338E-002  4.2724396E-003  0.0000000E+000
  0.0000000E+000  2.1281214E-002  4.7874269E-003  0.0000000E+000
  0.0000000E+000  2.1389757E-002  5.3454411E-003  0.0000000E+000
  0.0000000E+000  2.1463997E-002  5.9457861E-003  0.0000000E+000
  0.0000000E+000  2.1503341E-002  6.5873188E-003  0.0000000E+000
  0.0000000E+000  2.1507588E-002  7.2683931E-003  0.0000000E+000
  0.0000000E+000  2.1476935E-002  7.9868100E-003  0.0000000E+000
  0.0000000E+000  2.1411965E-002  8.7397771E-003  0.0000000E+000
  0.0000000E+000  2.1313632E-002  9.5238812E-003  0.0000000E+000
  0.0000000E+000  2.1183229E-002  1.0335077E-002  0.0000000E+000
  0.0000000E+000  2.1022358E-002  1.1168696E-002  0.0000000E+000
  0.0000000E+000  2.0832879E-002  1.2019481E-002  0.0000000E+000
  0.0000000E+000  2.0616873E-002  1.2881640E-002  0.0000000E+000
  0.0000000E+000  2.0376586E-002  1.3748929E-002  0.0000000E+000
  0.0000000E+000  2.0114380E-002  1.4614762E-002  0.0000000E+000
  0.0000000E+000  1.9832688E-002  1.5472334E-002  0.0000000E+000
  0.0000000E+000  1.9533968E-002  1.6314772E-002  0.0000000E+000
  0.0000000E+000  1.9220659E-002  1.7135285E-002  0.0000000E+000
  0.0000000E+000  1.8895146E-002  1.7927331E-002  0.0000000E+000
  0.0000000E+000  1.8559732E-002  1.8684769E-002  0.0000000E+000
  0.0000000E+000  1.8216608E-002  1.9402001E-002  0.0000000E+000
  0.0000000E+000  1.7867837E-002  2.0074104E-002  0.0000000E+000
  0.0000000E+000  1.7515338E-002  2.0696921E-002  0.0000000E+000
  0.0000000E+000  1.7160876E-002  2.1267139E-002  0.0000000E+000
  0.0000000E+000  1.6806059E-002  2.1782322E-002  0.0000000E+000
  0.0000000E+000  1.6452337E-002  2.2240919E-002  0.0000000E+000
  0.0000000E+000  1.6101000E-002  2.2642242E-002  0.0000000E+000
  0.0000000E+000  1.5753188E-002  2.2986420E-002  0.0000000E+000
  0.0000000E+000  1.5409894E-002  2.3274322E-002  0.0000000E+000
  0.0000000E+000  1.5071974E-002  2.3507475E-002  0.0000000E+000
  0.0000000E+000  1.4740154E-002  2.3687969E-002  0.0000000E+000
  0.0000000E+000  1.4415044E-002  2.3818350E-002  0.0000000E+000
  0.0000000E+000  1.4097142E-002  2.3901524E-002  0.0000000E+000
  0.0000000E+000  1.3786850E-002  2.3940654E-002  0.0000000E+000
  0.0000000E+000  1.3484480E-002  2.3939073E-002  0.0000000E+000
  0.0000000E+000  1.3190264E-002  2.3900202E-002  0.0000000E+000
  0.0000000E+000  1.2904367E-002  2.3827475E-002  0.0000000E+000
  0.0000000E+000  1.2626888E-002  2.3724285E-002  0.0000000E+000
  0.0000000E+000  1.2357876E-002  2.3593928E-002  0.0000000E+000
  0.0000000E+000  1.2097333E-002  2.3439573E-002  0.0000000E+000
  0.0000000E+000  1.1845219E-002  2.3264225E-002  0.0000000E+000
  0.0000000E+000  1.1601463E-002  2.3070710E-002  0.0000000E+000
  0.0000000E+000  1.1365964E-002  2.2861658E-002  0.0000000E+000
  0.0000000E+000  1.1138597E-002  2.2639502E-002  0.0000000E+000
  0.0000000E+000  1.0919219E-002  2.2406473E-002  0.0000000E+000
  0.0000000E+000  1.0707671E-002  2.2164602E-002  0.0000000E+000
  0.0000000E+000  1.0503782E-002  2.1915729E-002  0.0000000E+000
  0.0000000E+000  1.0307371E-002  2.1661508E-002  0.0000000E+000
  0.0000000E+000  1.0118252E-002  2.1403421E-002  0.0000000E+000
  0.0000000E+000  9.9362327E-003  2.1142784E-002  0.0000000E+000
  0.0000000E+000  9.7611181E-003  2.0880762E-002  0.0000000E+000
  0.0000000E+000  9.5927130E-003  2.0618380E-002  0.0000000E+000
  0.0000000E+000  9.4308219E-003  2.0356535E-002  0.0000000E+000
  0.0000000E+000  9.2752508E-003  2.0096004E-002  0.0000000E+000
  0.0000000E+000  9.1258079E-003  1.9837461E-002  0.0000000E+000
  0.0000000E+000  8.9823044E-003  1.9581481E-002  0.0000000E+000
  0.0000000E+000  8.8445553E-003  1.9328556E-002  0.0000000E+000
  0.0000000E+000  8.7123797E-003  1.9079097E-002  0.0000000E+000
  0.0000000E+000  8.5856011E-003  1.8833447E-002  0.0000000E+000
  0.0000000E+000  8.4640481E-003  1.8591889E-002  0.0000000E+000
  0.0000000E+000  8.3475540E-003  1.8354649E-002  0.0000000E+000
  0.0000000E+000  8.2359573E-003  1.8121906E-002  0.0000000E+000
  0.0000000E+000  8.1291020E-003  1.7893794E-002  0.0000000E+000
  0.0000000E+000  8.0268368E-003  1.7670414E-002  0.0000000E+000
  0.0000000E+000  7.9290160E-003  1.7451829E-002  0.0000000E+000
  0.0000000E+000  7.8354987E-003  1.7238075E-002  0.0000000E+000
  0.0000000E+000  7.7461489E-003  1.7029164E-002  0.0000000E+000
  0.0000000E+000  7.6608356E-003  1.6825083E-002  0.0000000E+000
  0.0000000E+000  7.5794322E-003  1.6625802E-002  0.0000000E+000
  0.0000000E+000  7.5018165E-003  1.6431273E-002  0.0000000E+000
  0.0000000E+000  7.4278705E-003  1.6241434E-002  0.0000000E+000
  0.0000000E+000  7.3574800E-003  1.6056212E-002  0.0000000E+000
  0.0000000E+000  7.2905344E-003  1.5875519E-002  0.0000000E+000
  0.0000000E+000  7.2269265E-003  1.5699261E-002  0.0000000E+000
  0.0000000E+000  7.1665519E-003  1.5527335E-002  0.0000000E+000
  0.0000000E+000  7.1093089E-003  1.5359630E-002  0.0000000E+000
  0.0000000E+000  7.0550981E-003  1.5196031E-002  0.0000000E+000
  0.0000000E+000  7.0038220E-003  1.5036416E-002  0.0000000E+000
  0.0000000E+000  6.9553844E-003  1.4880658E-002  0.0000000E+000
  0.0000000E+000  6.9096904E-003  1.4728628E-002  0.0000000E+000
  0.0000000E+000  6.8666455E-003  1.4580191E-002  0.0000000E+000
  0.0000000E+000  6.8261558E-003  1.4435210E-002  0.0000000E+000
  0.0000000E+000  6.7881266E-003  1.4293545E-002  0.0000000E+000
  0.0000000E+000  6.7524627E-003  1.4155054E-002  0.0000000E+000
  0.0000000E+000  6.7190676E-003  1.4019590E-002  0.0000000E+000
  0.0000000E+000  6.6878430E-003  1.3887007E-002  0.0000000E+000
  0.0000000E+000  6.6586883E-003  1.3757153E-002  0.0000000E+000
  0.0000000E+000  6.6315000E-003  1.3629877E-002  0.0000000E+000
  0.0000000E+000  6.6061713E-003  1.3505022E-002  0.0000000E+000
  0.0000000E+000  6.5825917E-003  1.3382430E-002  0.0000000E+000
  0.0000000E+000  6.5606460E-003  1.3261943E-002  0.0000000E+000
  0.0000000E+000  6.5402144E-003  1.3143396E-002  0.0000000E+000
  0.0000000E+000  6.5211720E-003  1.3026623E-002  0.0000000E+000
  0.0000000E+000  6.5033882E-003  1.2911455E-002  0.0000000E+000
  0.0000000E+000  6.4867266E-003  1.2797720E-002  0.0000000E+000
  0.0000000E+000  6.4710448E-003  1.2685242E-002  0.0000000E+000
  0.0000000E+000  6.4561942E-003  1.2573840E-002  0.0000000E+000
  0.0000000E+000  6.4420206E-003  1.2463333E-002  0.0000000E+000
  0.0000000E+000  6.4283636E-003  1.2353531E-002  0.0000000E+000
  0.0000000E+000  6.4150578E-003  1.2244245E-002  0.0000000E+000
  0.0000000E+000  6.4019332E-003  1.2135277E-002  0.0000000E+000
  0.0000000E+000  6.3888159E-003  1.2026428E-002  0.0000000E+000
  0.0000000E+000  6.3755295E-003  1.1917492E-002  0.0000000E+000
  0.0000000E+000  6.3618961E-003  1.1808260E-002  0.0000000E+000
  0.0000000E+000  6.3477386E-003  1.1698519E-002  0.0000000E+000
  0.0000000E+000  6.3328819E-003  1.1588049E-002  0.0000000E+000
  0.0000000E+000  6.3171555E-003  1.1476628E-002  0.0000000E+000
  0.0000000E+000  6.3003957E-003  1.1364028E-002  0.0000000E+000
  0.0000000E+000  6.2824480E-003  1.1250020E-002  0.0000000E+000
  0.0000000E+000  6.2631699E-003  1.1134370E-002  0.0000000E+000
  0.0000000E+000  6.2424339E-003  1.1016840E-002  0.0000000E+000
  0.0000000E+000  6.2201293E-003  1.0897194E-002  0.0000000E+000
  0.0000000E+000  6.1961658E-003  1.0775191E-002  0.0000000E+000
  0.0000000E+000  6.1704749E-003  1.0650593E-002  0.0000000E+000
  0.0000000E+000  6.1430126E-003  1.0523164E-002  0.0000000E+000
  0.0000000E+000  6.1137608E-003  1.0392669E-002  0.0000000E+000
  0.0000000E+000  6.0827282E-003  1.0258880E-002  0.0000000E+000
  0.0000000E+000  6.0499514E-003  1.0121576E-002  0.0000000E+000
  0.0000000E+000  6.0154946E-003  9.9805462E-003  0.0000000E+000
  0.0000000E+000  5.9794490E-003  9.8355917E-003  0.0000000E+000
  0.0000000E+000  5.9419319E-003  9.6865301E-003  0.0000000E+000
  0.0000000E+000  5.9030844E-003  9.5331977E-003  0.0000000E+000
  0.0000000E+000  5.8630696E-003  9.3754538E-003  0.0000000E+000
  0.0000000E+000  5.8220697E-003  9.2131848E-003  0.0000000E+000
  0.0000000E+000  5.7802825E-003  9.0463079E-003  0.0000000E+000
  0.0000000E+000  5.7379185E-003  8.8747761E-003  0.0000000E+000
  0.0000000E+000  5.6951973E-003  8.6985826E-003  0.0000000E+000
  0.0000000E+000  5.6523437E-003  8.5177656E-003  0.0000000E+000
  0.0000000E+000  5.6095850E-003  8.3324128E-003  0.0000000E+000
  0.0000000E+000  5.5671468E-003  8.1426663E-003  0.0000000E+000
  0.0000000E+000  5.5252510E-003  7.9487263E-003  0.0000000E+000
  0.0000000E+000  5.4841124E-003  7.7508558E-003  0.0000000E+000
  0.0000000E+000  5.4439368E-003  7.5493832E-003  0.0000000E+000
  0.0000000E+000  5.4049193E-003  7.3447050E-003  0.0000000E+000
  0.0000000E+000  5.3672425E-003  7.1372878E-003  0.0000000E+000
  0.0000000E+000  5.3310755E-003  6.9276682E-003  0.0000000E+000
  0.0000000E+000  5.2965738E-003  6.7164527E-003  0.0000000E+000
  0.0000000E+000  5.2638784E-003  6.5043152E-003  0.0000000E+000
  0.0000000E+000  5.2331161E-003  6.2919936E-003  0.0000000E+000
  0.0000000E+000  5.2043998E-003  6.0802845E-003  0.0000000E+000
  0.0000000E+000  5.1778291E-003  5.8700365E-003  0.0000000E+000
  0.0000000E+000  5.1534909E-003  5.6621418E-003  0.0000000E+000
  0.0000000E+000  5.1314606E-003  5.4575269E-003  0.0000000E+000
  0.0000000E+000  5.1118023E-003  5.2571409E-003  0.0000000E+000
  0.0000000E+000  5.0945708E-003  5.0619441E-003  0.0000000E+000
  0.0000000E+000  5.0798119E-003  4.8728952E-003  0.0000000E+000
  0.0000000E+000  5.0675638E-003  4.6909377E-003  0.0000000E+000
  0.0000000E+000  5.0578583E-003  4.5169872E-003  0.0000000E+000
  0.0000000E+000  5.0507214E-003  4.3519181E-003  0.0000000E+000
  0.0000000E+000  5.0461744E-003  4.1965517E-003  0.0000000E+000
  0.0000000E+000  5.0442350E-003  4.0516450E-003  0.0000000E+000
  0.0000000E+000  5.0449182E-003  3.9178810E-003  0.0000000E+000
  0.0000000E+000  5.0482365E-003  3.7958607E-003  0.0000000E+000
  0.0000000E+000  5.0542014E-003  3.6860966E-003  0.0000000E+000
  0.0000000E+000  5.0628234E-003  3.5890089E-003  0.0000000E+000
  0.0000000E+000  5.0741130E-003  3.5049227E-003  0.0000000E+000
  0.0000000E+000  5.0880808E-003  3.4340680E-003  0.0000000E+000
  0.0000000E+000  5.1047384E-003  3.3765814E-003  0.0000000E+000
  0.0000000E+000  5.1240984E-003  3.3325090E-003  0.0000000E+000
  0.0000000E+000  5.1461751E-003  3.3018115E-003  0.0000000E+000
  0.0000000E+000  5.1709842E-003  3.2843698E-003  0.0000000E+000
  0.0000000E+000  5.1985438E-003  3.2799927E-003  0.0000000E+000
  0.0000000E+000  5.2288740E-003  3.2884238E-003  0.0000000E+000
  0.0000000E+000  5.2619973E-003  3.3093502E-003  0.0000000E+000
  0.0000000E+000  5.2979384E-003  3.3424105E-003  0.0000000E+000
  0.0000000E+000  5.3367249E-003  3.3872034E-003  0.0000000E+000
  0.0000000E+000  5.3783868E-003  3.4432956E-003  0.0000000E+000
  0.0000000E+000  5.4229566E-003  3.5102293E-003  0.0000000E+000
  0.0000000E+000  5.4704695E-003  3.5875299E-003  0.0000000E+000
